,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At this moment you have selected:,,,1310,values (out of 1310 in total).,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID,USED?,ECOSYSTEM,,SERVICE,,CASE STUDY LOCATION,,,,,,,,,,VALUE INFORMATION,,,,,,,ADDITIONAL INFORMATION,,REFERENCE,,,
821,TRUE,Tropical Forest,Tropical forest general,Erosion,Erosion prevention,India,Lower Middle Income,High density,Partially protected,Country,India,Southern Asia,Asia," 20°00'""N", 78°00'E,1990,FALSE,Benefit Transfer,Annual (Range),83.9,USD/ha/yr,US Dollar,"Hufschmidt et al. (1983) and Chopra, Kadekodi and Murty (1990)",42040000,"Chopra, K.",1993,The value of non-timber forest products: an estimation for tropical deciduous forests in India. Economic Botany 47(3): 251-257.,"Chopra, K. (1993) The value of non-timber forest products: an estimation for tropical deciduous forests in India. Economic Botany 47(3): 251-257."
822,FALSE,Tropical Forest,Tropical forest general,Soil fertility,Nutrient cycling,India,Lower Middle Income,High density,Partially protected,Country,India,Southern Asia,Asia," 20°00'""N", 78°00'E,1969,FALSE,Benefit Transfer,Annual,3.53,USD/ha/yr,US Dollar,Mishra (1969),42040000,"Chopra, K.",1993,The value of non-timber forest products: an estimation for tropical deciduous forests in India. Economic Botany 47(3): 251-257.,"Chopra, K. (1993) The value of non-timber forest products: an estimation for tropical deciduous forests in India. Economic Botany 47(3): 251-257."
823,TRUE,Tropical Forest,Tropical forest general,Raw materials,Raw materials [unspecified],India,Lower Middle Income,High density,Partially protected,Country,India,Southern Asia,Asia," 20°00'""N", 78°00'E,1990,FALSE,Benefit Transfer,Annual,66.67,USD/ha/yr,US Dollar,Bajaj (1990),42040000,"Chopra, K.",1993,The value of non-timber forest products: an estimation for tropical deciduous forests in India. Economic Botany 47(3): 251-257.,"Chopra, K. (1993) The value of non-timber forest products: an estimation for tropical deciduous forests in India. Economic Botany 47(3): 251-257."
824,TRUE,Tropical Forest,Tropical forest general,Recreation,Recreation,India,Lower Middle Income,High density,Partially protected,Country,India,Southern Asia,Asia," 20°00'""N", 78°00'E,1994,FALSE,Benefit Transfer,Annual (Range),0.765,USD/ha/yr,US Dollar,Lal (1992),42040000,"Chopra, K.",1993,The value of non-timber forest products: an estimation for tropical deciduous forests in India. Economic Botany 47(3): 251-257.,"Chopra, K. (1993) The value of non-timber forest products: an estimation for tropical deciduous forests in India. Economic Botany 47(3): 251-257."
826,TRUE,Coastal wetlands,Mangroves,Nursery,Nursery service,Thailand,Lower Middle Income,Low density,Partially protected,Country,Thailand,South-Eastern Asia,Asia, 15°00'N,101°00'E,1994,FALSE,Direct market pricing,Checked and Not Selected,142.6371511,USD/ha/yr,US Dollar,"Value has been validated in Costanza. Only Constanza value known, information on original value unknown/not assessed/checked.",,"Christensen, B.",1982,"Management and utilisation of mangroves in Asia and the Pacific. FAO, Rome. Environment Paper No. 3. Food and Agriculture Organization of the United Nations, Rome, Italy.","Christensen, B. (1982) Management and utilisation of mangroves in Asia and the Pacific. FAO, Rome. Environment Paper No. 3. Food and Agriculture Organization of the United Nations, Rome, Italy."
827,TRUE,Coastal wetlands,Mangroves,Nursery,Fish,Thailand,Lower Middle Income,Low density,Partially protected,Country,Thailand,South-Eastern Asia,Asia, 15°00'N,101°00'E,1994,FALSE,Direct market pricing,Checked and Not Selected,66.09160305,USD/ha/yr,US Dollar,"Value has been validated in Costanza. Only Constanza value known, information on original value unknown/not assessed/checked.",,"Christensen, B.",1982,"Management and utilisation of mangroves in Asia and the Pacific. FAO, Rome. Environment Paper No. 3. Food and Agriculture Organization of the United Nations, Rome, Italy.","Christensen, B. (1982) Management and utilisation of mangroves in Asia and the Pacific. FAO, Rome. Environment Paper No. 3. Food and Agriculture Organization of the United Nations, Rome, Italy."
828,TRUE,Coastal wetlands,Mangroves,Nursery,Fish,Thailand,Lower Middle Income,Low density,Partially protected,Country,Thailand,South-Eastern Asia,Asia, 15°00'N,101°00'E,1994,FALSE,Direct market pricing,Checked and Not Selected,586,USD/ha/yr,US Dollar,"Value has been validated in Costanza. Only Constanza value known, information on original value unknown/not assessed/checked.",,"Christensen, B.",1982,"Management and utilisation of mangroves in Asia and the Pacific. FAO, Rome. Environment Paper No. 3. Food and Agriculture Organization of the United Nations, Rome, Italy.","Christensen, B. (1982) Management and utilisation of mangroves in Asia and the Pacific. FAO, Rome. Environment Paper No. 3. Food and Agriculture Organization of the United Nations, Rome, Italy."
829,TRUE,Coastal wetlands,Mangroves,Raw materials,Other Raw,Thailand,Lower Middle Income,Low density,Partially protected,Country,Thailand,South-Eastern Asia,Asia, 15°00'N,101°00'E,1994,FALSE,Direct market pricing,Checked and Not Selected,1142.093458,USD/ha/yr,US Dollar,"Value has been validated in Costanza. Only Constanza value known, information on original value unknown/not assessed/checked.",,"Christensen, B.",1982,"Management and utilisation of mangroves in Asia and the Pacific. FAO, Rome. Environment Paper No. 3. Food and Agriculture Organization of the United Nations, Rome, Italy.","Christensen, B. (1982) Management and utilisation of mangroves in Asia and the Pacific. FAO, Rome. Environment Paper No. 3. Food and Agriculture Organization of the United Nations, Rome, Italy."
835,TRUE,Grasslands,Grasslands [unspecified],Recreation,Ecotourism,South Africa,Upper Middle Income,Low density,Partially protected,Province / Region,"South African Fynbos, South Africa",Southern Africa,Africa," 34°10'0.00""S"," 18°22'30.00""E",1994,FALSE,Contingent Valuation,Annual,0.8,USD/ha/yr,US Dollar,"Value has been validated in Costanza. Only Constanza value known, information on original value unknown/not assessed/checked.",,"Cowling, R.M., R. Costanza and S.I. Higgins",1997,"Services supplied by South African fynbos ecosystems. In: Daily, G. (ed), ""Ecosystem services: their nature and value"". Island Press, Washington, D.C., USA.","Cowling, R.M., R. Costanza and S.I. Higgins (1997) Services supplied by South African fynbos ecosystems. In: Daily, G. (ed), ""Ecosystem services: their nature and value"". Island Press, Washington, D.C., USA."
836,FALSE,Tropical Forest,Tropical forest general,Erosion,Erosion prevention,Philippines,Lower Middle Income,High density,Partially protected,Country,Philippines,South-Eastern Asia,Asia, 12°00'N,121°00'E,1994,FALSE,Avoided Cost,Annual,57.66744731,USD/ha/yr,US Dollar,"Value has been validated in Costanza. Only Constanza value known, information on original value unknown/not assessed/checked.",,"Cruz, W., H.A. Francisco and Z.T. Conway",1988,The on-site and downstream costs of soil erosion in the Magat and Pantabangan watersheds. Journal of Philippine Development 26: 85-11.,"Cruz, W., H.A. Francisco and Z.T. Conway (1988) The on-site and downstream costs of soil erosion in the Magat and Pantabangan watersheds. Journal of Philippine Development 26: 85-11."
837,TRUE,Coral Reefs,Coral reefs,Waste,Waste treatment [unspecified],Ecuador,Lower Middle Income,Low density,Protected,Local,"Galapagos National Park, Ecuador",South America,Latin America and the Caribbean,"  0°32'29.06""S"," 90°55'29.54""W",1990,FALSE,Replacement Cost,Annual,58,USD/ha/yr,US Dollar,,430000,"De Groot, R.",1992,"Functions of nature: evaluation of nature in environmental planning, management, and decision making. Wolters-Noordhoff, Groningen, the Netherlands, 315pp.","De Groot, R. (1992) Functions of nature: evaluation of nature in environmental planning, management, and decision making. Wolters-Noordhoff, Groningen, the Netherlands, 315pp."
838,TRUE,Coral Reefs,Coral reefs,Genepool,Biodiversity protection,Ecuador,Lower Middle Income,Low density,Protected,Local,"Galapagos National Park, Ecuador",South America,Latin America and the Caribbean,"  0°32'29.06""S"," 90°55'29.54""W",1990,FALSE,Direct market pricing,Annual,4.9,USD/ha/yr,US Dollar,,1150000,"De Groot, R.",1992,"Functions of nature: evaluation of nature in environmental planning, management, and decision making. Wolters-Noordhoff, Groningen, the Netherlands, 315pp.","De Groot, R. (1992) Functions of nature: evaluation of nature in environmental planning, management, and decision making. Wolters-Noordhoff, Groningen, the Netherlands, 315pp."
839,FALSE,Coral Reefs,Coral reefs,Nursery,Nursery service,Ecuador,Lower Middle Income,Low density,Protected,Local,"Galapagos National Park, Ecuador",South America,Latin America and the Caribbean,"  0°32'29.06""S"," 90°55'29.54""W",1990,FALSE,Direct market pricing,Annual,0.07,USD/ha/yr,US Dollar,shadow price would be to add 10% to the market value,430000,"De Groot, R.",1992,"Functions of nature: evaluation of nature in environmental planning, management, and decision making. Wolters-Noordhoff, Groningen, the Netherlands, 315pp.","De Groot, R. (1992) Functions of nature: evaluation of nature in environmental planning, management, and decision making. Wolters-Noordhoff, Groningen, the Netherlands, 315pp."
840,TRUE,Coral Reefs,Coral reefs,Food,Fish,Ecuador,Lower Middle Income,Low density,Protected,Local,"Galapagos National Park, Ecuador",South America,Latin America and the Caribbean,"  0°32'29.06""S"," 90°55'29.54""W",1983,FALSE,Direct market pricing,Annual,0.7,USD/ha/yr,US Dollar,,430000,"De Groot, R.",1992,"Functions of nature: evaluation of nature in environmental planning, management, and decision making. Wolters-Noordhoff, Groningen, the Netherlands, 315pp.","De Groot, R. (1992) Functions of nature: evaluation of nature in environmental planning, management, and decision making. Wolters-Noordhoff, Groningen, the Netherlands, 315pp."
841,TRUE,Coral Reefs,Coral reefs,Raw materials,"Sand, rock, gravel. Coral",Ecuador,Lower Middle Income,Low density,Protected,Local,"Galapagos National Park, Ecuador",South America,Latin America and the Caribbean,"  0°32'29.06""S"," 90°55'29.54""W",1984,FALSE,Direct market pricing,Annual,5.22,USD/ha/yr,US Dollar,,1150000,"De Groot, R.",1992,"Functions of nature: evaluation of nature in environmental planning, management, and decision making. Wolters-Noordhoff, Groningen, the Netherlands, 315pp.","De Groot, R. (1992) Functions of nature: evaluation of nature in environmental planning, management, and decision making. Wolters-Noordhoff, Groningen, the Netherlands, 315pp."
842,FALSE,Coral Reefs,Coral reefs,Energy,Solar Energy,Ecuador,Lower Middle Income,Low density,Protected,Local,"Galapagos National Park, Ecuador",South America,Latin America and the Caribbean,"  0°32'29.06""S"," 90°55'29.54""W",1990,FALSE,Factor Income / Production Function,Annual,1.53,USD/ha/yr,US Dollar,,720000,"De Groot, R.",1992,"Functions of nature: evaluation of nature in environmental planning, management, and decision making. Wolters-Noordhoff, Groningen, the Netherlands, 315pp.","De Groot, R. (1992) Functions of nature: evaluation of nature in environmental planning, management, and decision making. Wolters-Noordhoff, Groningen, the Netherlands, 315pp."
843,TRUE,Coral Reefs,Coral reefs,Recreation,Tourism,Ecuador,Lower Middle Income,Low density,Protected,Local,"Galapagos National Park, Ecuador",South America,Latin America and the Caribbean,"  0°32'29.06""S"," 90°55'29.54""W",1990,FALSE,Direct market pricing,Annual,45,USD/ha/yr,US Dollar,,1150000,"De Groot, R.",1992,"Functions of nature: evaluation of nature in environmental planning, management, and decision making. Wolters-Noordhoff, Groningen, the Netherlands, 315pp.","De Groot, R. (1992) Functions of nature: evaluation of nature in environmental planning, management, and decision making. Wolters-Noordhoff, Groningen, the Netherlands, 315pp."
844,TRUE,Coral Reefs,Coral reefs,Spiritual,Erosion prevention,Ecuador,Lower Middle Income,Low density,Protected,Local,"Galapagos National Park, Ecuador",South America,Latin America and the Caribbean,"  0°32'29.06""S"," 90°55'29.54""W",1990,FALSE,Contingent Valuation,Annual,0.52,USD/ha/yr,US Dollar,,1150000,"De Groot, R.",1992,"Functions of nature: evaluation of nature in environmental planning, management, and decision making. Wolters-Noordhoff, Groningen, the Netherlands, 315pp.","De Groot, R. (1992) Functions of nature: evaluation of nature in environmental planning, management, and decision making. Wolters-Noordhoff, Groningen, the Netherlands, 315pp."
845,TRUE,Coral Reefs,Coral reefs,Inspiration,Artistic inspiration,Ecuador,Lower Middle Income,Low density,Protected,Local,"Galapagos National Park, Ecuador",South America,Latin America and the Caribbean,"  0°32'29.06""S"," 90°55'29.54""W",1990,FALSE,Direct market pricing,Annual,0.22,USD/ha/yr,US Dollar,,1150000,"De Groot, R.",1992,"Functions of nature: evaluation of nature in environmental planning, management, and decision making. Wolters-Noordhoff, Groningen, the Netherlands, 315pp.","De Groot, R. (1992) Functions of nature: evaluation of nature in environmental planning, management, and decision making. Wolters-Noordhoff, Groningen, the Netherlands, 315pp."
846,FALSE,Coral Reefs,Coral reefs,Cognitive,Science / Research,Ecuador,Lower Middle Income,Low density,Protected,Local,"Galapagos National Park, Ecuador",South America,Latin America and the Caribbean,"  0°32'29.06""S"," 90°55'29.54""W",1990,FALSE,Direct market pricing,Annual,2.73,USD/ha/yr,US Dollar,,1150000,"De Groot, R.",1992,"Functions of nature: evaluation of nature in environmental planning, management, and decision making. Wolters-Noordhoff, Groningen, the Netherlands, 315pp.","De Groot, R. (1992) Functions of nature: evaluation of nature in environmental planning, management, and decision making. Wolters-Noordhoff, Groningen, the Netherlands, 315pp."
847,TRUE,Coastal,Estuaries,Nursery,Nursery service,Netherlands,High Income: (OECD),High density,Partially protected,Landscape / district,"Dutch Wadden Sea, the Netherlands",Western Europe,Europe," 53°14'9.77""N","  5°18'59.11""E",1981,FALSE,Direct market pricing,Annual,120,USD/ha/yr,US Dollar,,270000,"De Groot, R.",1992,"Functions of nature: evaluation of nature in environmental planning, management, and decision making. Wolters-Noordhoff, Groningen, the Netherlands, 315pp.","De Groot, R. (1992) Functions of nature: evaluation of nature in environmental planning, management, and decision making. Wolters-Noordhoff, Groningen, the Netherlands, 315pp."
848,TRUE,Coastal,Estuaries,Food,Food [unspecified],Netherlands,High Income: (OECD),High density,Partially protected,Landscape / district,"Dutch Wadden Sea, the Netherlands",Western Europe,Europe," 53°14'9.77""N","  5°18'59.11""E",1990,FALSE,Direct market pricing,Annual,450,USD/ha/yr,US Dollar,,270000,"De Groot, R.",1992,"Functions of nature: evaluation of nature in environmental planning, management, and decision making. Wolters-Noordhoff, Groningen, the Netherlands, 315pp.","De Groot, R. (1992) Functions of nature: evaluation of nature in environmental planning, management, and decision making. Wolters-Noordhoff, Groningen, the Netherlands, 315pp."
